Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,Company,Mileage(km/kg),Engine(CC),Power(bhp),New_car_Price
Kochi,2018,11287,Diesel,Automatic,First,7.0,70.36,Audi,12.07,2967.0,241.4,
Mumbai,2009,48000,Diesel,Automatic,Second,5.0,2.95,Skoda,17.0,1896.0,105.0,
Kochi,2012,54308,Petrol,Manual,First,5.0,4.28,Hyundai,17.1,1591.0,121.3,
Jaipur,2009,78442,Petrol,Automatic,First,5.0,3.57,Honda,16.8,1497.0,118.0,
Kolkata,2013,46000,Diesel,Manual,First,5.0,3.11,Hyundai,21.9,1396.0,88.8,
Coimbatore,2014,45051,Petrol,Automatic,First,5.0,5.96,Hyundai,15.0,1396.0,98.6,
Hyderabad,2011,69000,Diesel,Manual,First,5.0,4.7,Volkswagen,20.54,1598.0,103.6,
Ahmedabad,2014,49000,Petrol,Manual,First,5.0,6.9,Honda,17.4,1497.0,117.3,
Pune,2018,45000,Diesel,Manual,First,5.0,5.25,Tata,22.95,1248.0,74.0,8.34
Pune,2015,64000,Diesel,Automatic,First,5.0,28.0,BMW,18.48,1995.0,177.0,
Delhi,2009,60000,Petrol,Manual,First,5.0,1.35,Maruti,18.9,1061.0,67.0,
Delhi,2015,62178,Petrol,Manual,First,5.0,4.85,Honda,18.2,1199.0,88.7,8.85
Coimbatore,2012,58006,Diesel,Manual,First,5.0,6.7,Volkswagen,15.0,1896.0,105.0,
Hyderabad,2010,74000,Petrol,Manual,First,5.0,3.1,Hyundai,20.36,1197.0,78.9,
Kochi,2015,77771,Diesel,Automatic,First,5.0,18.64,Mercedes-Benz,19.27,2143.0,170.0,
Pune,2012,45275,Petrol,Manual,First,5.0,2.8,Hyundai,20.36,1197.0,78.9,
Chennai,2016,48000,Diesel,Manual,First,7.0,20.25,Toyota,13.68,2393.0,147.8,25.4
Kochi,2015,31652,Diesel,Automatic,First,5.0,26.78,Audi,17.68,1968.0,174.33,
Hyderabad,2010,109000,Diesel,Manual,Second,7.0,8.26,Toyota,12.99,2494.0,100.6,
Mumbai,2015,31978,Petrol,Manual,First,5.0,3.89,Volkswagen,16.47,1198.0,73.9,
Hyderabad,2011,70000,Petrol,Manual,First,5.0,2.1,Maruti,20.92,998.0,67.1,
Mumbai,2017,15000,Petrol,Automatic,First,5.0,12.69,Honda,18.0,1497.0,117.3,16.67
Coimbatore,2013,59138,Diesel,Manual,First,5.0,2.58,Tata,17.0,1405.0,70.0,
Kochi,2014,61726,Diesel,Automatic,First,5.0,20.77,Audi,17.68,1968.0,174.33,
Delhi,2015,48000,Diesel,Automatic,First,5.0,20.26,Mercedes-Benz,17.9,2143.0,136.0,
Hyderabad,2014,77815,Petrol,Automatic,First,5.0,4.25,Maruti,23.1,998.0,67.04,
Hyderabad,2017,29000,Diesel,Automatic,First,5.0,57.0,Mercedes-Benz,17.9,2143.0,201.15,79.43
Delhi,2017,44000,Diesel,Automatic,First,5.0,44.0,Land,12.7,2179.0,187.7,
Hyderabad,2011,108626,Diesel,Manual,First,5.0,3.65,Volkswagen,20.54,1598.0,103.6,
Hyderabad,2012,71791,Petrol,Manual,First,5.0,2.05,Maruti,14.0,796.0,35.0,
Kochi,2012,91931,Petrol,Manual,First,5.0,3.13,Honda,18.5,1198.0,86.8,6.62
Hyderabad,2000,158000,Diesel,Manual,Second,7.0,1.5,Tata,14.07,2956.0,83.1,
Pune,2012,91183,Diesel,Manual,First,5.0,2.85,Tata,18.0,1248.0,75.0,
Delhi,2012,65000,Petrol,Manual,First,5.0,2.65,Maruti,18.9,998.0,67.1,
Hyderabad,2015,88428,Diesel,Manual,First,7.0,10.6,Mahindra,16.0,2179.0,140.0,
Pune,2008,138000,Diesel,Manual,Second,5.0,1.25,Tata,17.1,1396.0,70.0,
Mumbai,2018,18000,Petrol,Manual,First,7.0,8.25,Maruti,16.02,1373.0,93.7,
Mumbai,2011,60000,Petrol,Automatic,First,5.0,4.45,Honda,11.7,2354.0,177.6,
Kolkata,2012,48000,Diesel,Manual,First,5.0,3.7,Maruti,19.3,1248.0,73.9,
Hyderabad,2009,160000,Diesel,Manual,First,5.0,2.8,Ford,17.8,1399.0,68.0,
Kolkata,2008,40000,Petrol,Manual,First,5.0,1.8,Honda,17.7,1497.0,78.0,
Kochi,2014,51495,Diesel,Automatic,First,5.0,21.95,Audi,17.68,1968.0,174.33,
Mumbai,2011,30000,Diesel,Automatic,First,4.0,49.0,BMW,9.52,2993.0,313.0,
Coimbatore,2017,97430,Diesel,Automatic,First,7.0,62.67,Audi,14.75,2967.0,245.0,1.04
Pune,2008,42496,CNG,Manual,First,5.0,1.4,Maruti,26.3,998.0,67.1,
Pune,2012,83000,Diesel,Manual,First,5.0,5.5,Hyundai,23.0,1396.0,90.0,
Bangalore,2009,37000,Petrol,Automatic,Third,5.0,2.95,Hyundai,16.95,1197.0,78.9,
Kochi,2016,28503,Petrol,Automatic,First,5.0,6.86,Honda,19.0,1199.0,88.7,
Hyderabad,2015,76496,Diesel,Manual,First,5.0,6.15,Maruti,25.2,1248.0,74.0,
Pune,2011,79152,Petrol,Manual,Second,5.0,3.3,Hyundai,18.5,1197.0,82.85,
Kolkata,2011,32000,Petrol,Manual,First,5.0,2.55,Volkswagen,16.47,1198.0,73.9,
Ahmedabad,2009,35000,Petrol,Manual,First,5.0,1.5,Maruti,19.7,796.0,46.3,
Chennai,2004,105000,Petrol,Automatic,Second,5.0,2.5,Toyota,11.3,1794.0,125.0,
Chennai,2006,56000,Petrol,Manual,Second,5.0,1.4,Maruti,19.7,796.0,46.3,
Pune,2012,73000,Diesel,Manual,First,5.0,3.4,Tata,21.12,1248.0,88.8,
Pune,2012,38000,Petrol,Manual,First,5.0,2.25,Maruti,19.7,796.0,46.3,
Kolkata,2013,775000,Diesel,Automatic,First,5.0,7.5,Skoda,19.3,1968.0,141.0,
Kolkata,2008,80000,Petrol,Automatic,First,5.0,2.8,Toyota,11.3,1794.0,125.0,
Coimbatore,2016,24973,Petrol,Manual,First,5.0,7.66,Hyundai,18.6,1197.0,81.83,
Chennai,2016,45000,Diesel,Manual,First,5.0,7.15,Maruti,24.3,1248.0,88.5,9.12
Delhi,2010,87430,Petrol,Manual,First,5.0,3.5,Honda,17.0,1497.0,118.0,
Hyderabad,2014,133944,Diesel,Manual,Second,5.0,3.5,Tata,18.0,1248.0,75.0,
Kolkata,2013,57000,Diesel,Manual,First,5.0,3.45,Honda,25.8,1498.0,98.6,
Coimbatore,2016,27904,Petrol,Manual,First,5.0,3.55,Hyundai,21.1,814.0,55.2,
Kochi,2015,30717,Diesel,Automatic,Second,5.0,25.99,BMW,21.76,1995.0,190.0,58.67
Bangalore,2012,80000,Diesel,Manual,First,5.0,5.25,Hyundai,22.32,1582.0,126.32,
Ahmedabad,2013,47304,Diesel,Manual,First,5.0,2.9,Tata,21.02,1248.0,88.8,
Jaipur,2005,100000,Petrol,Automatic,First,5.0,2.05,Skoda,14.45,1984.0,227.0,28.37
Pune,2017,30000,Petrol,Manual,First,5.0,3.75,Maruti,24.07,998.0,67.1,4.48
Mumbai,2014,68000,Diesel,Manual,First,5.0,6.75,Ford,22.7,1498.0,89.84,
Kolkata,2011,21000,Petrol,Manual,Second,5.0,0.95,Chevrolet,18.0,995.0,62.0,
Hyderabad,2017,21000,Diesel,Automatic,First,5.0,52.0,Jaguar,19.33,1999.0,177.0,72.64
Jaipur,2007,119000,Petrol,Manual,Third,5.0,3.91,Honda,13.1,1997.0,141.1,
Kochi,2019,13747,Petrol,Automatic,First,5.0,27.3,Skoda,14.67,1798.0,177.46,36.15
Chennai,2009,620000,Petrol,Manual,First,5.0,2.7,Hyundai,20.36,1197.0,78.9,
Delhi,2013,70000,Diesel,Manual,First,5.0,3.5,Maruti,22.9,1248.0,74.0,
Mumbai,2016,18000,Petrol,Automatic,First,5.0,6.2,Maruti,18.5,1197.0,83.14,
Chennai,2011,83000,Diesel,Manual,First,5.0,2.75,Nissan,23.08,1461.0,63.1,
Mumbai,2015,130000,Diesel,Manual,First,5.0,3.25,Maruti,23.4,1248.0,74.0,
Pune,2012,63400,Diesel,Manual,First,5.0,3.25,Ford,17.8,1399.0,67.0,
Kolkata,2003,65000,Petrol,Manual,First,5.0,0.65,Maruti,17.3,993.0,60.0,
Pune,2017,8350,Petrol,Manual,First,5.0,35.0,Mini,13.8,1998.0,192.0,44.59
Kolkata,2014,45000,Diesel,Manual,First,5.0,3.25,Toyota,23.59,1364.0,67.05,
Kolkata,2018,26200,Petrol,Manual,First,5.0,2.9,Maruti,24.7,796.0,47.3,
Bangalore,2011,11000,Petrol,Manual,Third,5.0,2.9,Maruti,18.9,796.0,47.0,
Bangalore,2009,90000,Diesel,Automatic,Second,5.0,17.75,BMW,11.0,2993.0,235.0,
Mumbai,2015,74000,Petrol,Automatic,Second,5.0,8.25,Nissan,11.07,2496.0,179.5,
Coimbatore,2015,37081,Petrol,Automatic,First,5.0,5.77,Hyundai,18.9,1197.0,82.0,
Hyderabad,2017,39000,Diesel,Manual,First,5.0,9.49,Maruti,24.3,1248.0,88.5,12.0
Mumbai,2008,99000,Diesel,Automatic,Third,7.0,12.95,Audi,12.07,2967.0,241.4,
Chennai,2015,38000,Diesel,Automatic,First,5.0,20.0,Mercedes-Benz,17.9,2143.0,136.0,
Chennai,2007,72000,Petrol,Manual,Third,4.0,1.0,Maruti,16.1,796.0,37.0,
Chennai,2015,93000,Diesel,Manual,Second,5.0,7.1,Renault,20.45,1461.0,83.8,
Mumbai,2017,5900,Diesel,Manual,First,5.0,16.5,Toyota,21.43,1364.0,87.2,
Chennai,2014,25000,Diesel,Manual,First,5.0,26.0,Mercedes-Benz,15.8,2148.0,170.0,
Hyderabad,2010,68000,Diesel,Manual,Second,5.0,3.2,Maruti,21.1,1248.0,73.9,
Kochi,2017,35676,Petrol,Automatic,First,7.0,9.48,Honda,16.0,1497.0,117.3,14.65
Kochi,2015,74310,Diesel,Manual,First,5.0,4.0,Hyundai,24.4,1120.0,71.0,
Jaipur,2014,59364,Diesel,Automatic,First,5.0,26.5,Mercedes-Benz,14.21,2143.0,203.0,
Kochi,2014,41380,Petrol,Automatic,Second,5.0,11.77,Mercedes-Benz,14.8,1595.0,120.7,
Bangalore,2017,33900,Diesel,Automatic,First,5.0,37.0,Mercedes-Benz,15.0,2143.0,204.0,
Mumbai,2016,28000,Petrol,Manual,First,5.0,8.75,Honda,17.8,1497.0,117.3,
Chennai,2011,93982,Petrol,Manual,First,5.0,3.75,Honda,17.0,1497.0,118.0,
Pune,2010,95000,Petrol,Manual,First,5.0,2.5,Hyundai,16.2,1599.0,103.2,
Mumbai,2017,9000,Petrol,Automatic,First,5.0,34.5,Jaguar,13.5,1999.0,246.74,53.72
Delhi,2015,52516,Petrol,Manual,First,5.0,4.65,Honda,18.0,1198.0,86.7,
Bangalore,2015,20000,Petrol,Automatic,First,4.0,32.0,Mini,18.86,1598.0,122.0,
Coimbatore,2017,56451,Diesel,Automatic,First,5.0,62.81,Mercedes-Benz,13.5,2987.0,282.0,
Chennai,2014,37000,Petrol,Manual,First,5.0,3.25,Hyundai,21.1,814.0,55.2,
Kolkata,2014,17400,Petrol,Manual,First,5.0,3.1,Maruti,20.51,998.0,67.04,
Coimbatore,2011,90207,Diesel,Manual,First,5.0,3.91,Maruti,21.1,1248.0,73.9,
Chennai,2011,89616,Diesel,Automatic,First,5.0,11.0,BMW,16.07,1995.0,181.0,
Pune,2014,85000,Diesel,Manual,First,5.0,3.5,Tata,13.49,2179.0,138.03,
Chennai,2014,79271,Diesel,Automatic,First,5.0,16.5,Audi,20.38,1968.0,143.0,
Hyderabad,2012,56000,Diesel,Automatic,First,5.0,30.0,Land,12.7,2179.0,187.7,
Pune,2010,85001,Diesel,Automatic,Second,7.0,28.0,Mercedes-Benz,12.0,2987.0,224.0,
Hyderabad,2018,12000,Diesel,Automatic,First,7.0,28.0,Mitsubishi,13.5,2477.0,175.56,33.91
Jaipur,2010,125000,Petrol,Manual,First,5.0,0.92,Maruti,19.7,796.0,46.3,
Pune,2013,53000,Petrol,Manual,First,5.0,2.75,Maruti,14.0,1061.0,64.0,
Coimbatore,2017,34990,Diesel,Automatic,First,5.0,53.83,Land,12.7,2179.0,187.7,
Pune,2011,49768,Petrol,Manual,Second,5.0,4.95,Hyundai,17.01,1591.0,121.3,
Hyderabad,2013,56000,Diesel,Automatic,First,5.0,33.5,BMW,16.73,2993.0,218.0,
Bangalore,2013,75000,Diesel,Automatic,First,5.0,27.95,Jaguar,14.74,2993.0,270.9,
Hyderabad,2010,57000,Petrol,Automatic,First,5.0,7.25,Skoda,13.7,1798.0,157.75,
Kochi,2017,37542,Diesel,Automatic,First,5.0,25.71,Audi,15.73,1968.0,174.33,
Coimbatore,2014,95649,Diesel,Automatic,First,5.0,29.67,Land,12.7,2179.0,187.7,
Jaipur,2013,35299,Diesel,Automatic,First,5.0,19.0,Mercedes-Benz,14.84,2143.0,170.0,
Kochi,2017,28464,Diesel,Manual,First,7.0,13.05,Mahindra,15.4,2179.0,120.0,
Mumbai,2015,41000,Diesel,Automatic,First,5.0,25.5,BMW,21.76,1995.0,190.0,60.88
Pune,2017,9000,Petrol,Manual,First,7.0,8.5,Honda,15.4,1497.0,117.3,12.51
Chennai,2010,92098,Diesel,Automatic,Second,5.0,7.25,Volvo,16.0,2400.0,215.0,
Pune,2005,5834,Petrol,Manual,First,5.0,0.8,Hyundai,13.2,1495.0,94.0,
Jaipur,2017,40250,Petrol,Manual,First,5.0,6.9,Hyundai,17.19,1197.0,81.86,9.74
Coimbatore,2018,22397,Petrol,Automatic,First,5.0,70.99,Mercedes-Benz,11.5,2996.0,367.0,95.38
Kolkata,2015,20800,Petrol,Manual,Second,5.0,2.25,Hyundai,21.1,814.0,55.2,
Kochi,2018,40322,Petrol,Manual,First,5.0,5.5,Hyundai,18.9,1197.0,81.86,
Mumbai,2013,52576,Petrol,Manual,First,5.0,4.35,Honda,13.0,1493.0,100.0,
Kolkata,2010,55000,Petrol,Manual,First,5.0,2.25,Volkswagen,16.47,1198.0,73.9,
Mumbai,2016,47000,Petrol,Automatic,First,5.0,24.5,Audi,15.26,1798.0,187.74,60.59
Coimbatore,2017,23163,Petrol,Manual,First,5.0,12.03,Hyundai,15.29,1591.0,121.3,
Mumbai,2011,50000,Petrol,Automatic,Second,5.0,8.5,Mercedes-Benz,11.74,1796.0,186.0,
Mumbai,2014,11900,Petrol,Automatic,First,4.0,28.5,Mini,16.82,1998.0,189.08,44.28
Bangalore,2013,37000,Diesel,Manual,First,5.0,5.75,Toyota,23.59,1364.0,67.04,
Delhi,2014,30000,Petrol,Manual,Second,5.0,3.2,Honda,19.4,1198.0,86.8,
Coimbatore,2018,12831,Petrol,Automatic,First,5.0,9.89,Maruti,21.4,1197.0,83.1,
Coimbatore,2012,143017,Diesel,Automatic,First,5.0,6.58,Skoda,20.0,1968.0,138.1,
Kochi,2018,13102,Petrol,Manual,First,5.0,4.06,Hyundai,21.1,814.0,55.2,
Coimbatore,2019,24950,Diesel,Manual,First,5.0,13.37,Renault,20.37,1461.0,108.45,
Coimbatore,2011,57832,Diesel,Automatic,First,5.0,25.82,BMW,16.2,2993.0,258.0,
Kochi,2016,34267,Petrol,Manual,First,5.0,3.74,Maruti,22.74,796.0,47.3,
Bangalore,2015,33000,Diesel,Automatic,Second,5.0,22.0,Volvo,16.8,1984.0,150.0,
Ahmedabad,2007,55100,Petrol,Manual,First,5.0,1.45,Maruti,18.9,998.0,67.1,
Kolkata,2008,40000,Petrol,Manual,First,5.0,2.0,Honda,17.7,1497.0,78.0,
Kochi,2017,31841,CNG,Manual,First,5.0,4.7,Maruti,15.1,1196.0,73.0,
Kolkata,2014,15000,Petrol,Manual,First,8.0,3.75,Chevrolet,13.7,1399.0,98.79,
Coimbatore,2016,82756,Diesel,Manual,First,7.0,7.7,Mahindra,15.96,2523.0,62.1,11.28
Hyderabad,2014,20600,Petrol,Manual,First,5.0,2.6,Hyundai,21.1,814.0,55.2,
Coimbatore,2017,29952,Petrol,Automatic,First,5.0,13.77,Hyundai,13.0,1591.0,121.3,
Mumbai,2017,15000,Petrol,Manual,Second,5.0,7.1,Volkswagen,16.09,1598.0,103.5,11.48
Pune,2008,61938,Petrol,Automatic,Second,5.0,2.65,Honda,12.9,1799.0,130.0,
Hyderabad,2014,67000,Diesel,Manual,First,5.0,2.5,Tata,22.3,1248.0,74.0,
Kochi,2013,61672,Diesel,Manual,First,7.0,7.53,Mahindra,16.0,2179.0,140.0,
Coimbatore,2017,26185,Petrol,Manual,First,5.0,7.98,Hyundai,18.6,1197.0,81.83,
Bangalore,2014,38000,Diesel,Automatic,Second,5.0,39.0,Audi,14.16,1968.0,174.3,
Chennai,2011,67000,Petrol,Manual,Second,5.0,2.25,Maruti,18.5,1197.0,85.8,
Chennai,2010,66000,Petrol,Manual,Second,5.0,3.85,Mitsubishi,13.17,1999.0,114.0,
Hyderabad,2015,80883,Diesel,Manual,First,7.0,13.5,Toyota,12.8,2494.0,102.0,
Hyderabad,2016,80219,Diesel,Manual,First,5.0,3.5,Maruti,27.62,793.0,47.0,
Delhi,2018,12923,Diesel,Manual,First,5.0,8.92,Maruti,25.1,1248.0,88.5,11.26
Coimbatore,2016,86642,Diesel,Automatic,First,5.0,20.37,Audi,15.17,1968.0,181.0,43.65
Bangalore,2016,19235,Diesel,Automatic,First,5.0,36.5,BMW,21.76,1995.0,190.0,62.07
Coimbatore,2016,51002,Diesel,Automatic,First,7.0,48.91,Audi,11.33,4134.0,335.2,
Pune,2016,6800,Petrol,Manual,First,5.0,7.2,Hyundai,18.6,1197.0,81.83,
Hyderabad,2012,82749,Diesel,Manual,First,5.0,5.99,Renault,19.01,1461.0,108.45,
Pune,2016,51000,Diesel,Manual,First,5.0,5.25,Hyundai,24.4,1120.0,71.0,
Delhi,2014,31465,Diesel,Manual,First,5.0,6.5,Ford,22.7,1498.0,89.84,
Hyderabad,2013,76476,Petrol,Manual,First,5.0,4.4,Volkswagen,16.47,1198.0,73.9,
Kolkata,2017,14000,Diesel,Manual,First,5.0,4.6,Hyundai,24.0,1120.0,70.0,
Ahmedabad,2013,47000,Diesel,Manual,First,5.0,2.95,Tata,21.12,1248.0,88.8,
Kolkata,2011,48466,Petrol,Manual,First,5.0,3.26,Honda,17.0,1497.0,118.0,
Bangalore,2008,46000,Petrol,Manual,Second,5.0,2.22,Hyundai,17.92,1086.0,62.1,
Hyderabad,2012,162663,Diesel,Manual,First,7.0,10.5,Toyota,12.99,2494.0,100.0,
Coimbatore,2017,25142,Diesel,Manual,First,5.0,8.26,Maruti,28.09,1248.0,88.5,
Delhi,2013,69000,Diesel,Manual,First,7.0,14.45,Toyota,12.55,2982.0,169.0,
Kochi,2018,26405,Petrol,Automatic,First,5.0,51.43,Mercedes-Benz,12.6,1950.0,191.34,86.97
Chennai,2014,45000,Diesel,Manual,First,5.0,23.0,Mercedes-Benz,15.8,2148.0,170.0,
Kolkata,2012,64284,Diesel,Manual,First,5.0,5.5,Skoda,17.72,1968.0,108.49,
Delhi,2015,27000,Petrol,Manual,First,5.0,4.5,Hyundai,18.9,1197.0,82.0,
Hyderabad,2018,3678,Petrol,Manual,First,5.0,6.8,Ford,18.16,1196.0,86.8,
Mumbai,2013,21000,Petrol,Manual,First,5.0,8.75,Skoda,16.8,1395.0,138.02,
Mumbai,2015,67000,Diesel,Manual,Second,5.0,7.0,Renault,19.87,1461.0,83.8,
Delhi,2015,24000,Diesel,Automatic,Second,5.0,33.5,Land,15.68,1999.0,177.0,
Chennai,2011,75000,Diesel,Manual,Second,5.0,2.25,Ford,20.0,1399.0,68.0,
Hyderabad,2008,179000,Diesel,Automatic,Second,7.0,4.24,Ford,12.8,2953.0,156.0,
Coimbatore,2017,47198,Diesel,Manual,First,7.0,28.42,Toyota,12.55,2982.0,168.5,
Kolkata,2012,52000,Diesel,Manual,First,5.0,2.75,Volkswagen,22.07,1199.0,73.9,
Jaipur,2011,91000,Diesel,Manual,First,5.0,3.0,Maruti,23.2,1248.0,73.94,
Pune,2013,60000,Diesel,Manual,First,5.0,3.55,Nissan,23.08,1461.0,63.1,
Kolkata,2013,37873,Diesel,Manual,First,5.0,4.8,Hyundai,22.32,1582.0,126.32,
Kolkata,2011,31000,Petrol,Automatic,First,5.0,13.5,BMW,10.8,2497.0,150.0,
Pune,2017,129000,Diesel,Automatic,First,7.0,56.0,Mercedes-Benz,11.0,2987.0,258.0,1.0
Hyderabad,2004,78000,Petrol,Automatic,First,5.0,3.99,Honda,12.0,2354.0,187.4,
Bangalore,2016,32000,Diesel,Automatic,First,5.0,15.5,Hyundai,17.01,1582.0,126.2,
Jaipur,2010,59000,Petrol,Manual,Second,5.0,2.32,Hyundai,19.81,1086.0,68.05,
Kochi,2016,35437,Diesel,Automatic,First,5.0,18.58,Mercedes-Benz,20.0,2143.0,136.0,
Jaipur,2014,98000,Petrol,Manual,First,7.0,5.5,Maruti,16.02,1373.0,93.7,
Chennai,2006,72000,Diesel,Manual,Second,5.0,3.2,Skoda,18.7,1896.0,66.0,
Pune,2015,79000,Petrol,Manual,First,5.0,4.0,Honda,18.0,1198.0,86.7,
Chennai,2004,29000,Petrol,Manual,First,5.0,1.6,Maruti,17.3,993.0,60.0,
Kochi,2013,66012,Petrol,Manual,First,5.0,4.15,Maruti,15.5,1586.0,103.3,
Mumbai,2014,35000,Petrol,Automatic,First,5.0,4.25,Honda,16.5,1198.0,86.8,
Ahmedabad,2011,75000,Petrol,Manual,First,5.0,2.6,Maruti,18.9,998.0,67.1,
Mumbai,2008,80000,Petrol,Automatic,Second,5.0,3.43,Toyota,12.1,2362.0,164.7,
Kochi,2012,32717,Petrol,Manual,First,5.0,2.55,Chevrolet,18.6,1199.0,79.4,
Delhi,2017,25000,Diesel,Automatic,First,7.0,32.0,Toyota,12.55,2982.0,168.5,
Mumbai,2014,79000,Diesel,Manual,First,5.0,6.25,Ford,22.7,1498.0,89.84,
Hyderabad,2010,86000,Diesel,Manual,Second,5.0,3.6,Maruti,17.8,1248.0,75.0,
Pune,2010,137000,Diesel,Automatic,First,5.0,18.5,Mercedes-Benz,13.5,2987.0,282.0,
Mumbai,2015,25000,Petrol,Manual,Second,7.0,4.25,Honda,17.3,1497.0,117.3,
Mumbai,2017,8500,Petrol,Manual,Second,5.0,4.8,Hyundai,18.9,1197.0,82.0,
Bangalore,2015,34000,Diesel,Automatic,First,7.0,13.0,Mahindra,16.0,2179.0,140.0,
Pune,2012,41629,Petrol,Manual,Second,5.0,2.25,Skoda,14.83,1598.0,105.0,
Hyderabad,2009,80227,Petrol,Manual,First,5.0,2.3,Hyundai,17.92,1086.0,62.1,
Kochi,2019,8587,Petrol,Manual,First,5.0,13.56,Hyundai,15.29,1591.0,121.3,
Delhi,2017,30000,Diesel,Manual,First,7.0,12.25,Mahindra,15.4,1997.0,120.0,
Pune,2013,64186,Diesel,Manual,First,5.0,3.76,Skoda,20.5,1598.0,103.5,
Coimbatore,2015,76427,Diesel,Manual,First,5.0,8.58,Renault,19.01,1461.0,108.45,
Hyderabad,2011,75000,Diesel,Automatic,First,5.0,27.5,BMW,11.7,2993.0,245.0,
Coimbatore,2013,27075,Petrol,Manual,First,5.0,4.95,Toyota,17.6,1496.0,88.73,
Ahmedabad,2012,30000,Petrol,Manual,First,5.0,3.3,Maruti,22.5,998.0,67.04,4.74
Chennai,2016,69434,Petrol,Manual,First,5.0,8.0,Hyundai,15.8,1591.0,121.3,14.84
Jaipur,2014,56000,Petrol,Manual,First,5.0,2.79,Maruti,23.1,998.0,67.04,
Coimbatore,2017,49275,Diesel,Automatic,First,5.0,45.64,Land,12.7,2179.0,187.7,
Pune,2014,8700,Petrol,Manual,First,5.0,2.55,Chevrolet,18.6,1199.0,76.8,
Ahmedabad,2014,18000,Petrol,Manual,Second,4.0,1.0,Tata,25.4,624.0,37.5,
Coimbatore,2017,41041,Diesel,Automatic,First,5.0,37.56,Audi,17.68,1968.0,174.33,
Kochi,2009,80464,Diesel,Automatic,Second,5.0,9.29,Mercedes-Benz,11.0,2987.0,198.5,
Kochi,2019,20667,Petrol,Manual,First,5.0,6.37,Maruti,22.0,1197.0,81.8,
Coimbatore,2013,60283,Petrol,Manual,First,5.0,2.98,Fiat,14.6,1368.0,112.0,
Kochi,2017,31696,Petrol,Manual,First,5.0,5.75,Maruti,20.4,1197.0,81.8,
Hyderabad,2010,100000,Diesel,Manual,First,7.0,13.0,Toyota,11.5,2982.0,171.0,
Mumbai,2014,13361,Petrol,Manual,First,7.0,6.8,Maruti,16.02,1373.0,93.7,
Coimbatore,2010,48394,Petrol,Automatic,First,5.0,10.49,BMW,12.05,1995.0,154.0,
Jaipur,2014,47399,Petrol,Manual,First,7.0,5.6,Maruti,16.02,1373.0,93.7,
Mumbai,2010,69000,Petrol,Automatic,Second,5.0,2.85,Honda,16.8,1497.0,118.0,
Coimbatore,2013,65278,Diesel,Manual,First,7.0,8.36,Hyundai,14.66,2199.0,194.3,
Jaipur,2005,108000,Diesel,Manual,First,5.0,1.0,Tata,17.0,1405.0,70.0,
Kolkata,2010,50645,Petrol,Automatic,Second,5.0,10.75,Mercedes-Benz,10.93,2497.0,204.0,
Hyderabad,2011,130002,Diesel,Manual,First,5.0,3.85,Maruti,19.3,1248.0,73.9,
Hyderabad,2012,107000,Diesel,Manual,First,5.0,3.0,Ford,17.8,1399.0,67.0,
Coimbatore,2015,41950,Petrol,Automatic,First,5.0,9.6,Honda,18.0,1497.0,117.3,
Delhi,2012,109000,Diesel,Manual,First,7.0,13.25,Toyota,13.0,2982.0,168.5,
Mumbai,2016,9000,Petrol,Manual,First,5.0,5.75,Honda,18.0,1198.0,86.7,
Delhi,2014,43900,Diesel,Manual,First,5.0,6.75,Hyundai,22.54,1396.0,88.73,
Bangalore,2013,64000,Diesel,Manual,Second,7.0,4.85,Chevrolet,18.2,1248.0,73.8,
Kochi,2019,13190,Petrol,Automatic,First,5.0,38.99,Mercedes-Benz,0.0,1950.0,181.43,49.49
Mumbai,2009,77652,Petrol,Automatic,First,5.0,2.85,Maruti,12.6,1586.0,103.2,
Mumbai,2012,55000,Diesel,Manual,First,7.0,9.51,Toyota,12.99,2494.0,100.0,
Ahmedabad,2012,59900,Diesel,Automatic,Second,5.0,18.5,BMW,18.48,1995.0,177.0,
Delhi,2015,73539,Diesel,Manual,First,5.0,6.75,Renault,19.01,1461.0,108.45,
Coimbatore,2017,31645,Diesel,Automatic,First,5.0,29.4,BMW,20.68,1995.0,190.0,48.18
Kochi,2009,69690,Petrol,Manual,First,5.0,3.29,Honda,17.7,1497.0,78.0,
Delhi,2016,41000,Diesel,Manual,First,5.0,9.5,Maruti,28.09,1248.0,88.5,
Pune,2010,109200,Petrol,Manual,Second,5.0,2.2,Maruti,17.5,1298.0,85.8,
Pune,2012,80000,Diesel,Manual,First,7.0,6.5,Mahindra,15.1,2179.0,140.0,
Ahmedabad,2007,51000,Petrol,Manual,First,5.0,4.9,Honda,13.5,1799.0,130.0,
Pune,2013,105000,Diesel,Manual,Second,7.0,6.75,Maruti,25.47,1248.0,88.5,12.34
Chennai,2013,179000,Diesel,Manual,First,5.0,3.8,Toyota,23.59,1364.0,67.04,
Delhi,2013,12100,Petrol,Automatic,First,2.0,29.5,Audi,9.9,1984.0,207.8,
Hyderabad,2017,31000,Diesel,Manual,First,5.0,10.5,Skoda,21.13,1498.0,108.4,15.38
Hyderabad,2015,50000,Diesel,Manual,First,5.0,6.2,Volkswagen,20.14,1498.0,88.8,
Jaipur,2009,48000,Diesel,Automatic,First,5.0,5.0,Skoda,17.0,1896.0,105.0,
Chennai,2007,35000,Diesel,Manual,First,5.0,2.3,Mahindra,19.2,1461.0,65.0,
